ticket_id,created_date,created_datetime,store_location,device_category,issue_type,priority,resolution_minutes,repeat_visit_needed,kb_article_existed
TCK-13812,2026-03-17,2026-03-17 11:33,Bondi Junction,Laptop,Software install / update request,Medium,15,False,True
TCK-11624,2026-03-17,2026-03-17 12:45,Bondi Junction,Desktop,Email / account access issue,Low,15,False,True
TCK-10676,2026-03-17,2026-03-17 12:47,Chatswood,Desktop,Slow computer / performance issue,Medium,39,False,True
TCK-13301,2026-03-17,2026-03-17 12:55,Chatswood,Network Equipment,Wifi / network drop out,Low,47,True,False
TCK-11311,2026-03-17,2026-03-17 13:00,Bondi Junction,Desktop,Password reset / login issue,Medium,15,False,True
TCK-12949,2026-03-17,2026-03-17 13:00,Chatswood,Desktop,Password reset / login issue,Low,14,False,True
TCK-10553,2026-03-17,2026-03-17 13:17,Castle Hill,Desktop,Password reset / login issue,High,13,True,True
TCK-14252,2026-03-17,2026-03-17 14:26,Liverpool,Register / POS,Payment terminal error,Medium,22,True,True
TCK-10029,2026-03-17,2026-03-17 15:25,Parramatta,Register / POS,Barcode scanner not working,Low,19,True,True
TCK-13886,2026-03-17,2026-03-17 15:38,Bondi Junction,Network Equipment,Wifi / network drop out,Low,29,True,False
TCK-12517,2026-03-17,2026-03-17 17:28,Castle Hill,Register / POS,Payment terminal error,Medium,25,True,True
TCK-11820,2026-03-17,2026-03-17 17:58,Parramatta,Laptop,Software install / update request,Medium,15,True,True
TCK-11759,2026-03-17,2026-03-17 17:59,Parramatta,Register / POS,Register freezing / crashing,Low,42,True,False
TCK-10812,2026-03-17,2026-03-17 18:48,Castle Hill,Laptop,Software install / update request,Medium,23,False,True
TCK-10407,2026-03-17,2026-03-17 18:56,Castle Hill,Desktop,Password reset / login issue,Medium,10,False,True
TCK-15016,2026-03-17,2026-03-17 19:03,Liverpool,Desktop,Slow computer / performance issue,Low,36,False,True
TCK-12824,2026-03-17,2026-03-17 20:56,Chatswood,Network Equipment,Printer connectivity issue,Low,20,True,False
TCK-13142,2026-03-18,2026-03-18 08:15,Chatswood,Network Equipment,Printer connectivity issue,Medium,35,True,False
TCK-12516,2026-03-18,2026-03-18 08:21,Liverpool,Desktop,Screen / hardware fault,Low,45,False,True
TCK-13808,2026-03-18,2026-03-18 09:04,Castle Hill,Laptop,New starter device setup,Medium,27,False,True
TCK-10153,2026-03-18,2026-03-18 09:18,Parramatta,Laptop,New starter device setup,Medium,62,False,True
TCK-14774,2026-03-18,2026-03-18 09:21,Chatswood,Desktop,Email / account access issue,Low,16,True,True
TCK-14460,2026-03-18,2026-03-18 09:47,Parramatta,Register / POS,Register freezing / crashing,Low,39,False,False
TCK-13098,2026-03-18,2026-03-18 10:01,Bondi Junction,Register / POS,Register freezing / crashing,Low,31,False,False
TCK-11811,2026-03-18,2026-03-18 10:05,Chatswood,Network Equipment,Wifi / network drop out,Medium,25,True,False
TCK-13177,2026-03-18,2026-03-18 10:09,Parramatta,Desktop,Password reset / login issue,High,9,True,True
TCK-14217,2026-03-18,2026-03-18 10:17,Chatswood,Register / POS,Barcode scanner not working,Low,13,True,True
TCK-11734,2026-03-18,2026-03-18 10:34,Bondi Junction,Laptop,Software install / update request,Low,20,False,True
TCK-15041,2026-03-18,2026-03-18 10:37,Castle Hill,Register / POS,Payment terminal error,Medium,25,True,True
TCK-14414,2026-03-18,2026-03-18 11:12,Parramatta,Register / POS,Register freezing / crashing,Medium,43,True,False
TCK-11093,2026-03-18,2026-03-18 11:17,Parramatta,Mobile Device,Mobile device setup,High,19,False,True
TCK-12064,2026-03-18,2026-03-18 11:38,Liverpool,Network Equipment,Wifi / network drop out,Medium,15,True,False
TCK-10989,2026-03-18,2026-03-18 12:13,Castle Hill,Network Equipment,Printer connectivity issue,Medium,18,True,False
TCK-12951,2026-03-18,2026-03-18 12:41,Castle Hill,Desktop,Email / account access issue,Medium,10,False,True
TCK-12029,2026-03-18,2026-03-18 12:51,Castle Hill,Network Equipment,Wifi / network drop out,Medium,29,True,False
TCK-14665,2026-03-18,2026-03-18 13:11,Parramatta,Network Equipment,Printer connectivity issue,High,25,False,False
TCK-10068,2026-03-18,2026-03-18 14:22,Castle Hill,Register / POS,Barcode scanner not working,Low,11,False,True
TCK-13827,2026-03-18,2026-03-18 14:34,Parramatta,Desktop,Password reset / login issue,Medium,14,False,True
TCK-12377,2026-03-18,2026-03-18 14:36,Chatswood,Desktop,Slow computer / performance issue,Medium,25,True,True
TCK-14733,2026-03-18,2026-03-18 14:59,Parramatta,Register / POS,Register freezing / crashing,Medium,23,True,False
TCK-11717,2026-03-18,2026-03-18 15:33,Chatswood,Desktop,Email / account access issue,Low,12,False,True
TCK-12414,2026-03-18,2026-03-18 16:11,Bondi Junction,Register / POS,Register freezing / crashing,High,39,True,False
TCK-13741,2026-03-18,2026-03-18 16:16,Liverpool,Register / POS,Register freezing / crashing,High,56,True,False
TCK-10397,2026-03-18,2026-03-18 16:19,Castle Hill,Register / POS,Payment terminal error,Low,17,False,True
TCK-14455,2026-03-18,2026-03-18 16:23,Bondi Junction,Desktop,Password reset / login issue,High,7,False,True
TCK-13144,2026-03-18,2026-03-18 16:28,Bondi Junction,Register / POS,Register freezing / crashing,Medium,39,True,False
TCK-11709,2026-03-18,2026-03-18 16:52,Castle Hill,Desktop,Slow computer / performance issue,Medium,24,True,True
TCK-10093,2026-03-18,2026-03-18 17:36,Chatswood,Register / POS,Register freezing / crashing,Medium,44,False,False
TCK-14125,2026-03-18,2026-03-18 17:57,Chatswood,Desktop,Slow computer / performance issue,Medium,38,False,True
TCK-10877,2026-03-18,2026-03-18 18:22,Parramatta,Register / POS,Barcode scanner not working,High,22,False,True
TCK-13596,2026-03-18,2026-03-18 18:47,Parramatta,Register / POS,Barcode scanner not working,Low,15,True,True
TCK-13065,2026-03-18,2026-03-18 19:05,Parramatta,Register / POS,Register freezing / crashing,Low,14,False,False
TCK-12751,2026-03-18,2026-03-18 19:36,Parramatta,Desktop,Password reset / login issue,Low,8,True,True
TCK-14639,2026-03-18,2026-03-18 19:48,Chatswood,Network Equipment,Wifi / network drop out,Medium,34,False,False
TCK-13057,2026-03-18,2026-03-18 19:57,Chatswood,Register / POS,Payment terminal error,Medium,35,False,True
TCK-12357,2026-03-18,2026-03-18 20:19,Liverpool,Desktop,Slow computer / performance issue,Low,57,False,True
TCK-13148,2026-03-19,2026-03-19 08:15,Castle Hill,Desktop,Password reset / login issue,Low,16,False,True
TCK-11272,2026-03-19,2026-03-19 09:41,Castle Hill,Network Equipment,Printer connectivity issue,Low,30,True,False
TCK-13013,2026-03-19,2026-03-19 10:00,Liverpool,Network Equipment,Printer connectivity issue,Medium,41,False,False
TCK-14831,2026-03-19,2026-03-19 10:09,Chatswood,Network Equipment,Wifi / network drop out,Low,45,True,False
TCK-12827,2026-03-19,2026-03-19 10:33,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,26,True,False
TCK-14467,2026-03-19,2026-03-19 10:37,Bondi Junction,Mobile Device,Mobile device setup,High,18,False,True
TCK-10491,2026-03-19,2026-03-19 10:58,Liverpool,Laptop,Software install / update request,High,39,False,True
TCK-12372,2026-03-19,2026-03-19 11:15,Castle Hill,Desktop,Screen / hardware fault,Medium,40,False,True
TCK-11490,2026-03-19,2026-03-19 11:26,Castle Hill,Desktop,Password reset / login issue,Medium,12,False,True
TCK-13828,2026-03-19,2026-03-19 12:02,Castle Hill,Register / POS,Register freezing / crashing,Medium,36,True,False
TCK-14438,2026-03-19,2026-03-19 12:23,Parramatta,Register / POS,Register freezing / crashing,High,26,False,False
TCK-11391,2026-03-19,2026-03-19 12:31,Liverpool,Register / POS,Barcode scanner not working,Low,19,False,True
TCK-11397,2026-03-19,2026-03-19 13:21,Parramatta,Laptop,Software install / update request,Low,27,False,True
TCK-12731,2026-03-19,2026-03-19 13:21,Parramatta,Network Equipment,Printer connectivity issue,Low,16,True,False
TCK-13844,2026-03-19,2026-03-19 13:53,Liverpool,Register / POS,Payment terminal error,Medium,12,True,True
TCK-11639,2026-03-19,2026-03-19 13:55,Castle Hill,Mobile Device,Mobile device setup,High,10,False,True
TCK-14994,2026-03-19,2026-03-19 14:00,Bondi Junction,Register / POS,Register freezing / crashing,Medium,39,True,False
TCK-10835,2026-03-19,2026-03-19 14:05,Liverpool,Desktop,Slow computer / performance issue,Low,16,False,True
TCK-14564,2026-03-19,2026-03-19 14:54,Liverpool,Register / POS,Register freezing / crashing,Low,39,False,False
TCK-15050,2026-03-19,2026-03-19 15:30,Parramatta,Laptop,Software install / update request,Medium,12,False,True
TCK-12041,2026-03-19,2026-03-19 15:46,Parramatta,Desktop,Slow computer / performance issue,Low,37,False,True
TCK-10757,2026-03-19,2026-03-19 16:14,Parramatta,Network Equipment,Printer connectivity issue,Medium,19,True,False
TCK-11278,2026-03-19,2026-03-19 16:17,Castle Hill,Register / POS,Register freezing / crashing,Medium,25,True,False
TCK-12394,2026-03-19,2026-03-19 16:20,Chatswood,Desktop,Slow computer / performance issue,Low,39,False,True
TCK-12837,2026-03-19,2026-03-19 17:04,Chatswood,Desktop,Password reset / login issue,Low,10,True,True
TCK-13941,2026-03-19,2026-03-19 18:02,Liverpool,Laptop,New starter device setup,Medium,40,True,True
TCK-12624,2026-03-19,2026-03-19 18:09,Castle Hill,Desktop,Password reset / login issue,Medium,12,False,True
TCK-11297,2026-03-19,2026-03-19 18:10,Parramatta,Desktop,Slow computer / performance issue,Medium,47,True,True
TCK-11797,2026-03-19,2026-03-19 18:23,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,45,True,False
TCK-10154,2026-03-19,2026-03-19 18:39,Liverpool,Desktop,Password reset / login issue,Low,9,True,True
TCK-14676,2026-03-19,2026-03-19 19:14,Parramatta,Network Equipment,Wifi / network drop out,High,40,True,False
TCK-13254,2026-03-19,2026-03-19 19:20,Castle Hill,Register / POS,Barcode scanner not working,Low,19,False,True
TCK-12399,2026-03-19,2026-03-19 19:29,Parramatta,Desktop,Slow computer / performance issue,Medium,27,False,True
TCK-10083,2026-03-19,2026-03-19 19:31,Liverpool,Desktop,Password reset / login issue,Medium,6,False,True
TCK-12544,2026-03-19,2026-03-19 19:36,Chatswood,Desktop,Password reset / login issue,Low,21,False,True
TCK-11882,2026-03-19,2026-03-19 19:44,Liverpool,Register / POS,Register freezing / crashing,Medium,32,False,False
TCK-10314,2026-03-19,2026-03-19 20:52,Chatswood,Laptop,Software install / update request,Medium,30,False,True
TCK-10265,2026-03-19,2026-03-19 20:59,Liverpool,Network Equipment,Wifi / network drop out,Low,38,True,False
TCK-12306,2026-03-20,2026-03-20 08:48,Bondi Junction,Desktop,Password reset / login issue,Medium,11,True,True
TCK-10120,2026-03-20,2026-03-20 09:22,Parramatta,Desktop,Email / account access issue,High,8,False,True
TCK-14792,2026-03-20,2026-03-20 09:39,Bondi Junction,Network Equipment,Printer connectivity issue,High,20,True,False
TCK-12913,2026-03-20,2026-03-20 09:44,Bondi Junction,Desktop,Password reset / login issue,Medium,9,False,True
TCK-14736,2026-03-20,2026-03-20 10:17,Liverpool,Network Equipment,Printer connectivity issue,Low,33,False,False
TCK-13666,2026-03-20,2026-03-20 10:19,Liverpool,Register / POS,Register freezing / crashing,Medium,34,False,False
TCK-12233,2026-03-20,2026-03-20 10:51,Liverpool,Desktop,Slow computer / performance issue,Low,23,True,True
TCK-13924,2026-03-20,2026-03-20 12:09,Parramatta,Register / POS,Register freezing / crashing,Low,24,True,False
TCK-13486,2026-03-20,2026-03-20 12:54,Castle Hill,Register / POS,Payment terminal error,High,22,False,True
TCK-10583,2026-03-20,2026-03-20 13:45,Bondi Junction,Desktop,Password reset / login issue,Medium,10,False,True
TCK-10146,2026-03-20,2026-03-20 14:43,Chatswood,Register / POS,Payment terminal error,High,42,True,True
TCK-12959,2026-03-20,2026-03-20 15:04,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,37,True,False
TCK-12589,2026-03-20,2026-03-20 15:08,Castle Hill,Register / POS,Register freezing / crashing,High,20,True,False
TCK-12680,2026-03-20,2026-03-20 15:09,Chatswood,Desktop,Password reset / login issue,Medium,13,True,True
TCK-10166,2026-03-20,2026-03-20 16:35,Chatswood,Desktop,Slow computer / performance issue,Medium,41,False,True
TCK-13039,2026-03-20,2026-03-20 17:50,Castle Hill,Network Equipment,Wifi / network drop out,Low,34,True,False
TCK-11364,2026-03-20,2026-03-20 19:26,Liverpool,Desktop,Password reset / login issue,Low,12,False,True
TCK-13674,2026-03-20,2026-03-20 20:35,Liverpool,Desktop,Password reset / login issue,High,16,False,True
TCK-13089,2026-03-20,2026-03-20 20:52,Parramatta,Register / POS,Barcode scanner not working,Medium,16,True,True
TCK-14540,2026-03-21,2026-03-21 08:13,Chatswood,Network Equipment,Wifi / network drop out,Medium,27,True,False
TCK-13435,2026-03-21,2026-03-21 09:22,Chatswood,Laptop,Software install / update request,High,14,True,True
TCK-13069,2026-03-21,2026-03-21 09:42,Chatswood,Network Equipment,Wifi / network drop out,High,62,True,False
TCK-14784,2026-03-21,2026-03-21 09:51,Chatswood,Desktop,Slow computer / performance issue,High,51,True,True
TCK-10282,2026-03-21,2026-03-21 09:54,Bondi Junction,Register / POS,Register freezing / crashing,Medium,31,False,False
TCK-12001,2026-03-21,2026-03-21 10:08,Bondi Junction,Desktop,Password reset / login issue,High,16,True,True
TCK-14501,2026-03-21,2026-03-21 12:13,Liverpool,Desktop,Slow computer / performance issue,Medium,15,True,True
TCK-15123,2026-03-21,2026-03-21 12:27,Parramatta,Desktop,Password reset / login issue,Low,15,True,True
TCK-10021,2026-03-21,2026-03-21 12:44,Parramatta,Desktop,Slow computer / performance issue,Low,49,False,True
TCK-14954,2026-03-21,2026-03-21 12:55,Castle Hill,Desktop,Password reset / login issue,Medium,5,True,True
TCK-11231,2026-03-21,2026-03-21 13:32,Chatswood,Register / POS,Barcode scanner not working,Medium,22,False,True
TCK-11313,2026-03-21,2026-03-21 13:33,Parramatta,Laptop,New starter device setup,Medium,16,False,True
TCK-14479,2026-03-21,2026-03-21 13:48,Castle Hill,Network Equipment,Wifi / network drop out,Low,20,True,False
TCK-14153,2026-03-21,2026-03-21 14:53,Chatswood,Network Equipment,Printer connectivity issue,Low,30,True,False
TCK-10064,2026-03-21,2026-03-21 15:13,Bondi Junction,Register / POS,Barcode scanner not working,Medium,19,False,True
TCK-14053,2026-03-21,2026-03-21 15:13,Liverpool,Mobile Device,Mobile device setup,Medium,18,False,True
TCK-12550,2026-03-21,2026-03-21 15:39,Chatswood,Register / POS,Register freezing / crashing,Low,28,False,False
TCK-14635,2026-03-21,2026-03-21 16:04,Castle Hill,Desktop,Screen / hardware fault,Medium,40,True,True
TCK-10774,2026-03-21,2026-03-21 16:13,Liverpool,Register / POS,Register freezing / crashing,High,16,True,False
TCK-15084,2026-03-21,2026-03-21 18:12,Chatswood,Desktop,Slow computer / performance issue,High,15,False,True
TCK-11446,2026-03-21,2026-03-21 18:15,Parramatta,Network Equipment,Printer connectivity issue,Medium,30,True,False
TCK-10096,2026-03-21,2026-03-21 18:19,Parramatta,Desktop,Slow computer / performance issue,High,42,False,True
TCK-11411,2026-03-21,2026-03-21 18:49,Parramatta,Desktop,Slow computer / performance issue,Medium,40,False,True
TCK-12418,2026-03-21,2026-03-21 18:56,Bondi Junction,Desktop,Slow computer / performance issue,Low,29,True,True
TCK-14456,2026-03-21,2026-03-21 19:06,Liverpool,Desktop,Email / account access issue,Low,9,False,True
TCK-10372,2026-03-21,2026-03-21 19:44,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,29,True,False
TCK-11030,2026-03-22,2026-03-22 08:11,Liverpool,Laptop,New starter device setup,Medium,51,True,True
TCK-14183,2026-03-22,2026-03-22 09:09,Chatswood,Network Equipment,Printer connectivity issue,Medium,46,True,False
TCK-12319,2026-03-22,2026-03-22 09:11,Chatswood,Network Equipment,Wifi / network drop out,Medium,32,False,False
TCK-12713,2026-03-22,2026-03-22 09:15,Liverpool,Mobile Device,Mobile device setup,Medium,15,False,True
TCK-12739,2026-03-22,2026-03-22 09:22,Chatswood,Register / POS,Register freezing / crashing,Low,56,False,False
TCK-14509,2026-03-22,2026-03-22 10:13,Liverpool,Network Equipment,Printer connectivity issue,Medium,31,True,False
TCK-12735,2026-03-22,2026-03-22 10:26,Castle Hill,Desktop,Email / account access issue,High,8,True,True
TCK-12649,2026-03-22,2026-03-22 10:45,Liverpool,Network Equipment,Wifi / network drop out,Low,40,True,False
TCK-13494,2026-03-22,2026-03-22 11:00,Chatswood,Desktop,Screen / hardware fault,Low,66,False,True
TCK-10090,2026-03-22,2026-03-22 11:25,Castle Hill,Mobile Device,Mobile device setup,Low,19,False,True
TCK-14294,2026-03-22,2026-03-22 12:09,Chatswood,Network Equipment,Wifi / network drop out,Medium,41,True,False
TCK-10277,2026-03-22,2026-03-22 12:36,Castle Hill,Network Equipment,Printer connectivity issue,Medium,31,True,False
TCK-13966,2026-03-22,2026-03-22 13:26,Bondi Junction,Register / POS,Payment terminal error,Medium,25,False,True
TCK-14228,2026-03-22,2026-03-22 14:16,Parramatta,Network Equipment,Wifi / network drop out,Medium,41,True,False
TCK-14169,2026-03-22,2026-03-22 15:02,Chatswood,Desktop,Password reset / login issue,Medium,11,False,True
TCK-12469,2026-03-22,2026-03-22 15:07,Chatswood,Register / POS,Register freezing / crashing,High,41,False,False
TCK-10869,2026-03-22,2026-03-22 15:08,Chatswood,Laptop,New starter device setup,Low,51,False,True
TCK-15130,2026-03-22,2026-03-22 15:27,Parramatta,Register / POS,Payment terminal error,Low,10,False,True
TCK-11912,2026-03-22,2026-03-22 15:58,Bondi Junction,Laptop,New starter device setup,Low,32,False,True
TCK-12933,2026-03-22,2026-03-22 16:13,Castle Hill,Register / POS,Barcode scanner not working,Medium,19,True,True
TCK-10322,2026-03-22,2026-03-22 16:24,Bondi Junction,Register / POS,Payment terminal error,Low,25,True,True
TCK-14967,2026-03-22,2026-03-22 16:26,Chatswood,Desktop,Password reset / login issue,Medium,9,False,True
TCK-13704,2026-03-22,2026-03-22 16:47,Liverpool,Desktop,Email / account access issue,High,16,False,True
TCK-10276,2026-03-22,2026-03-22 17:37,Parramatta,Desktop,Password reset / login issue,Low,12,False,True
TCK-13890,2026-03-22,2026-03-22 17:42,Chatswood,Desktop,Password reset / login issue,Medium,8,False,True
TCK-12056,2026-03-22,2026-03-22 17:49,Parramatta,Network Equipment,Wifi / network drop out,Medium,53,True,False
TCK-13910,2026-03-22,2026-03-22 18:29,Bondi Junction,Network Equipment,Printer connectivity issue,Low,26,True,False
TCK-10070,2026-03-22,2026-03-22 18:41,Castle Hill,Network Equipment,Printer connectivity issue,Medium,26,True,False
TCK-11022,2026-03-22,2026-03-22 19:07,Liverpool,Network Equipment,Printer connectivity issue,Low,26,True,False
TCK-11373,2026-03-22,2026-03-22 19:35,Liverpool,Desktop,Email / account access issue,High,5,False,True
TCK-11573,2026-03-22,2026-03-22 19:52,Chatswood,Register / POS,Register freezing / crashing,High,42,True,False
TCK-10750,2026-03-22,2026-03-22 19:55,Liverpool,Desktop,Password reset / login issue,Medium,12,True,True
TCK-14157,2026-03-22,2026-03-22 19:55,Bondi Junction,Network Equipment,Wifi / network drop out,Low,40,True,False
TCK-15012,2026-03-22,2026-03-22 20:01,Liverpool,Network Equipment,Printer connectivity issue,Medium,22,True,False
TCK-13938,2026-03-22,2026-03-22 20:04,Liverpool,Desktop,Password reset / login issue,High,13,False,True
TCK-13037,2026-03-22,2026-03-22 20:06,Chatswood,Network Equipment,Wifi / network drop out,Low,26,False,False
TCK-10729,2026-03-22,2026-03-22 20:19,Chatswood,Network Equipment,Printer connectivity issue,Medium,44,True,False
TCK-14966,2026-03-22,2026-03-22 20:56,Parramatta,Desktop,Slow computer / performance issue,Low,38,False,True
TCK-10943,2026-03-23,2026-03-23 09:08,Liverpool,Register / POS,Register freezing / crashing,Medium,33,True,False
TCK-14742,2026-03-23,2026-03-23 09:50,Castle Hill,Mobile Device,Mobile device setup,Low,29,True,True
TCK-11208,2026-03-23,2026-03-23 11:17,Parramatta,Register / POS,Register freezing / crashing,Low,39,False,False
TCK-12474,2026-03-23,2026-03-23 11:26,Bondi Junction,Register / POS,Barcode scanner not working,Medium,24,True,True
TCK-12931,2026-03-23,2026-03-23 12:09,Castle Hill,Desktop,Slow computer / performance issue,High,32,True,True
TCK-14215,2026-03-23,2026-03-23 12:17,Parramatta,Network Equipment,Printer connectivity issue,Medium,29,False,False
TCK-11989,2026-03-23,2026-03-23 12:58,Liverpool,Register / POS,Register freezing / crashing,Medium,39,True,False
TCK-12150,2026-03-23,2026-03-23 13:14,Parramatta,Desktop,Password reset / login issue,Medium,15,False,True
TCK-11917,2026-03-23,2026-03-23 13:35,Liverpool,Desktop,Email / account access issue,Medium,12,False,True
TCK-12365,2026-03-23,2026-03-23 13:49,Liverpool,Network Equipment,Printer connectivity issue,Low,48,True,False
TCK-13657,2026-03-23,2026-03-23 13:56,Bondi Junction,Desktop,Slow computer / performance issue,High,42,True,True
TCK-13155,2026-03-23,2026-03-23 14:44,Bondi Junction,Desktop,Slow computer / performance issue,High,38,True,True
TCK-10826,2026-03-23,2026-03-23 16:21,Chatswood,Network Equipment,Printer connectivity issue,Low,28,False,False
TCK-14338,2026-03-23,2026-03-23 16:32,Bondi Junction,Desktop,Slow computer / performance issue,High,41,True,True
TCK-12200,2026-03-23,2026-03-23 16:57,Liverpool,Desktop,Slow computer / performance issue,Low,23,False,True
TCK-13180,2026-03-23,2026-03-23 17:26,Parramatta,Network Equipment,Wifi / network drop out,Low,29,True,False
TCK-10885,2026-03-23,2026-03-23 17:44,Chatswood,Register / POS,Register freezing / crashing,Low,40,False,False
TCK-10441,2026-03-23,2026-03-23 18:37,Bondi Junction,Register / POS,Barcode scanner not working,Medium,17,False,True
TCK-11569,2026-03-23,2026-03-23 19:14,Parramatta,Network Equipment,Printer connectivity issue,High,55,True,False
TCK-14384,2026-03-23,2026-03-23 19:16,Parramatta,Desktop,Email / account access issue,Medium,14,False,True
TCK-10002,2026-03-23,2026-03-23 19:57,Castle Hill,Network Equipment,Wifi / network drop out,Medium,30,True,False
TCK-10568,2026-03-23,2026-03-23 20:28,Liverpool,Desktop,Slow computer / performance issue,High,30,True,True
TCK-12957,2026-03-23,2026-03-23 20:44,Chatswood,Network Equipment,Printer connectivity issue,Low,33,True,False
TCK-11432,2026-03-23,2026-03-23 20:55,Bondi Junction,Network Equipment,Printer connectivity issue,High,43,True,False
TCK-12050,2026-03-24,2026-03-24 08:06,Liverpool,Network Equipment,Printer connectivity issue,Low,30,True,False
TCK-11201,2026-03-24,2026-03-24 08:15,Castle Hill,Desktop,Slow computer / performance issue,High,32,False,True
TCK-14992,2026-03-24,2026-03-24 09:04,Parramatta,Register / POS,Payment terminal error,Low,22,True,True
TCK-14251,2026-03-24,2026-03-24 09:24,Parramatta,Register / POS,Payment terminal error,High,17,False,True
TCK-13426,2026-03-24,2026-03-24 10:28,Liverpool,Register / POS,Register freezing / crashing,Medium,38,True,False
TCK-14971,2026-03-24,2026-03-24 10:56,Liverpool,Desktop,Password reset / login issue,Low,10,False,True
TCK-14593,2026-03-24,2026-03-24 13:04,Castle Hill,Network Equipment,Printer connectivity issue,Low,25,True,False
TCK-11988,2026-03-24,2026-03-24 13:19,Parramatta,Desktop,Slow computer / performance issue,High,35,True,True
TCK-13044,2026-03-24,2026-03-24 13:20,Bondi Junction,Desktop,Email / account access issue,Medium,14,False,True
TCK-11169,2026-03-24,2026-03-24 14:12,Castle Hill,Network Equipment,Wifi / network drop out,Medium,36,False,False
TCK-10972,2026-03-24,2026-03-24 15:00,Liverpool,Desktop,Email / account access issue,Medium,10,False,True
TCK-13717,2026-03-24,2026-03-24 15:54,Liverpool,Desktop,Slow computer / performance issue,High,35,False,True
TCK-10595,2026-03-24,2026-03-24 16:22,Chatswood,Desktop,Password reset / login issue,Medium,13,False,True
TCK-10039,2026-03-24,2026-03-24 16:48,Castle Hill,Laptop,Software install / update request,Medium,14,False,True
TCK-13259,2026-03-24,2026-03-24 16:49,Castle Hill,Laptop,New starter device setup,Medium,36,False,True
TCK-14171,2026-03-24,2026-03-24 16:53,Chatswood,Desktop,Slow computer / performance issue,Low,42,False,True
TCK-14600,2026-03-24,2026-03-24 17:20,Liverpool,Network Equipment,Wifi / network drop out,Medium,46,False,False
TCK-13793,2026-03-24,2026-03-24 18:47,Chatswood,Mobile Device,Mobile device setup,High,14,False,True
TCK-13227,2026-03-24,2026-03-24 19:08,Chatswood,Desktop,Screen / hardware fault,High,33,False,True
TCK-12744,2026-03-24,2026-03-24 19:22,Bondi Junction,Laptop,Software install / update request,Medium,13,False,True
TCK-14680,2026-03-24,2026-03-24 19:59,Bondi Junction,Network Equipment,Printer connectivity issue,High,45,True,False
TCK-10959,2026-03-24,2026-03-24 20:03,Bondi Junction,Laptop,Software install / update request,High,21,True,True
TCK-10866,2026-03-24,2026-03-24 20:35,Parramatta,Laptop,New starter device setup,Medium,38,False,True
TCK-14258,2026-03-25,2026-03-25 09:23,Chatswood,Register / POS,Register freezing / crashing,Medium,29,True,False
TCK-14068,2026-03-25,2026-03-25 09:35,Bondi Junction,Register / POS,Payment terminal error,High,23,False,True
TCK-11264,2026-03-25,2026-03-25 10:21,Chatswood,Network Equipment,Printer connectivity issue,Low,32,True,False
TCK-13664,2026-03-25,2026-03-25 10:29,Chatswood,Network Equipment,Wifi / network drop out,Low,51,True,False
TCK-15021,2026-03-25,2026-03-25 10:53,Castle Hill,Laptop,Software install / update request,Medium,24,False,True
TCK-14705,2026-03-25,2026-03-25 11:00,Castle Hill,Network Equipment,Printer connectivity issue,High,17,True,False
TCK-11426,2026-03-25,2026-03-25 12:38,Bondi Junction,Register / POS,Register freezing / crashing,Low,42,True,False
TCK-10820,2026-03-25,2026-03-25 12:57,Castle Hill,Laptop,Software install / update request,Low,23,False,True
TCK-14189,2026-03-25,2026-03-25 13:16,Liverpool,Register / POS,Register freezing / crashing,High,41,True,False
TCK-11359,2026-03-25,2026-03-25 13:58,Bondi Junction,Desktop,Email / account access issue,Medium,8,False,True
TCK-10849,2026-03-25,2026-03-25 14:10,Parramatta,Network Equipment,Printer connectivity issue,Low,35,False,False
TCK-10613,2026-03-25,2026-03-25 14:19,Parramatta,Desktop,Password reset / login issue,Low,12,False,True
TCK-14397,2026-03-25,2026-03-25 14:52,Castle Hill,Register / POS,Payment terminal error,High,21,False,True
TCK-11412,2026-03-25,2026-03-25 14:53,Parramatta,Desktop,Password reset / login issue,Medium,8,False,True
TCK-13163,2026-03-25,2026-03-25 16:26,Castle Hill,Network Equipment,Printer connectivity issue,Medium,32,True,False
TCK-12361,2026-03-25,2026-03-25 16:36,Liverpool,Network Equipment,Printer connectivity issue,High,37,True,False
TCK-11230,2026-03-25,2026-03-25 16:40,Parramatta,Desktop,Slow computer / performance issue,High,41,False,True
TCK-10712,2026-03-25,2026-03-25 16:59,Chatswood,Network Equipment,Printer connectivity issue,Low,34,True,False
TCK-13196,2026-03-25,2026-03-25 17:02,Liverpool,Network Equipment,Wifi / network drop out,Medium,46,True,False
TCK-14711,2026-03-25,2026-03-25 17:24,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,35,True,False
TCK-11981,2026-03-25,2026-03-25 17:49,Castle Hill,Network Equipment,Printer connectivity issue,Medium,25,True,False
TCK-10209,2026-03-25,2026-03-25 17:51,Bondi Junction,Register / POS,Barcode scanner not working,High,13,False,True
TCK-11936,2026-03-25,2026-03-25 17:55,Castle Hill,Desktop,Password reset / login issue,Medium,18,False,True
TCK-12478,2026-03-25,2026-03-25 18:29,Liverpool,Network Equipment,Wifi / network drop out,Medium,30,True,False
