ticket_id,created_date,month_year,month_sort,store_location,device_category,issue_type,priority,resolution_minutes,repeat_visit_needed,repeat_visit_status,kb_article_existed,kb_article_status,total_minutes_incl_repeat
TCK-12155,2026-03-06,Mar 2026,2026-03,Parramatta,Network Equipment,Wifi / network drop out,High,35,False,Resolved First Visit,False,No KB Article,35
TCK-10667,2026-03-06,Mar 2026,2026-03,Bondi Junction,Register / POS,Register freezing / crashing,Medium,46,True,Repeat Visit,False,No KB Article,92
TCK-13776,2026-03-06,Mar 2026,2026-03,Liverpool,Laptop,New starter device setup,Medium,18,False,Resolved First Visit,True,Has KB Article,18
TCK-11991,2026-03-06,Mar 2026,2026-03,Castle Hill,Network Equipment,Wifi / network drop out,High,27,True,Repeat Visit,False,No KB Article,54
TCK-14163,2026-03-06,Mar 2026,2026-03,Castle Hill,Network Equipment,Printer connectivity issue,High,23,True,Repeat Visit,False,No KB Article,46
TCK-14396,2026-03-06,Mar 2026,2026-03,Chatswood,Mobile Device,Mobile device setup,High,10,True,Repeat Visit,True,Has KB Article,20
TCK-12052,2026-03-06,Mar 2026,2026-03,Chatswood,Network Equipment,Printer connectivity issue,High,27,True,Repeat Visit,False,No KB Article,54
TCK-12575,2026-03-06,Mar 2026,2026-03,Liverpool,Desktop,Slow computer / performance issue,High,20,True,Repeat Visit,True,Has KB Article,40
TCK-14084,2026-03-06,Mar 2026,2026-03,Castle Hill,Register / POS,Register freezing / crashing,Medium,35,True,Repeat Visit,False,No KB Article,70
TCK-13784,2026-03-06,Mar 2026,2026-03,Liverpool,Desktop,Slow computer / performance issue,Low,39,False,Resolved First Visit,True,Has KB Article,39
TCK-10168,2026-03-06,Mar 2026,2026-03,Chatswood,Desktop,Email / account access issue,Low,14,False,Resolved First Visit,True,Has KB Article,14
TCK-10158,2026-03-06,Mar 2026,2026-03,Chatswood,Mobile Device,Mobile device setup,Low,20,False,Resolved First Visit,True,Has KB Article,20
TCK-11659,2026-03-06,Mar 2026,2026-03,Liverpool,Desktop,Slow computer / performance issue,Medium,31,True,Repeat Visit,True,Has KB Article,62
TCK-11582,2026-03-07,Mar 2026,2026-03,Chatswood,Desktop,Email / account access issue,Low,14,False,Resolved First Visit,True,Has KB Article,14
TCK-11910,2026-03-07,Mar 2026,2026-03,Liverpool,Desktop,Password reset / login issue,High,10,False,Resolved First Visit,True,Has KB Article,10
TCK-14603,2026-03-07,Mar 2026,2026-03,Castle Hill,Desktop,Password reset / login issue,Low,16,False,Resolved First Visit,True,Has KB Article,16
TCK-11003,2026-03-07,Mar 2026,2026-03,Liverpool,Mobile Device,Mobile device setup,Medium,23,True,Repeat Visit,True,Has KB Article,46
TCK-13459,2026-03-07,Mar 2026,2026-03,Liverpool,Laptop,New starter device setup,Low,33,False,Resolved First Visit,True,Has KB Article,33
TCK-11550,2026-03-07,Mar 2026,2026-03,Parramatta,Network Equipment,Wifi / network drop out,Medium,47,True,Repeat Visit,False,No KB Article,94
TCK-13193,2026-03-07,Mar 2026,2026-03,Castle Hill,Network Equipment,Printer connectivity issue,Low,33,True,Repeat Visit,False,No KB Article,66
TCK-11439,2026-03-07,Mar 2026,2026-03,Parramatta,Network Equipment,Printer connectivity issue,Medium,32,False,Resolved First Visit,False,No KB Article,32
TCK-11724,2026-03-07,Mar 2026,2026-03,Castle Hill,Register / POS,Payment terminal error,High,20,False,Resolved First Visit,True,Has KB Article,20
TCK-11827,2026-03-07,Mar 2026,2026-03,Liverpool,Desktop,Password reset / login issue,High,8,True,Repeat Visit,True,Has KB Article,16
TCK-12757,2026-03-07,Mar 2026,2026-03,Liverpool,Desktop,Password reset / login issue,High,8,True,Repeat Visit,True,Has KB Article,16
TCK-15118,2026-03-07,Mar 2026,2026-03,Liverpool,Desktop,Slow computer / performance issue,Low,45,False,Resolved First Visit,True,Has KB Article,45
TCK-11961,2026-03-07,Mar 2026,2026-03,Parramatta,Register / POS,Barcode scanner not working,Low,15,False,Resolved First Visit,True,Has KB Article,15
TCK-13919,2026-03-07,Mar 2026,2026-03,Liverpool,Laptop,Software install / update request,Medium,11,False,Resolved First Visit,True,Has KB Article,11
TCK-13334,2026-03-07,Mar 2026,2026-03,Castle Hill,Desktop,Password reset / login issue,Low,16,False,Resolved First Visit,True,Has KB Article,16
TCK-11955,2026-03-07,Mar 2026,2026-03,Chatswood,Desktop,Password reset / login issue,High,5,True,Repeat Visit,True,Has KB Article,10
TCK-10375,2026-03-07,Mar 2026,2026-03,Chatswood,Laptop,New starter device setup,Low,33,False,Resolved First Visit,True,Has KB Article,33
TCK-10564,2026-03-07,Mar 2026,2026-03,Bondi Junction,Laptop,Software install / update request,Medium,16,False,Resolved First Visit,True,Has KB Article,16
TCK-13950,2026-03-07,Mar 2026,2026-03,Bondi Junction,Network Equipment,Wifi / network drop out,Medium,45,True,Repeat Visit,False,No KB Article,90
TCK-11838,2026-03-07,Mar 2026,2026-03,Chatswood,Mobile Device,Mobile device setup,Medium,17,False,Resolved First Visit,True,Has KB Article,17
TCK-11138,2026-03-07,Mar 2026,2026-03,Liverpool,Desktop,Email / account access issue,High,18,True,Repeat Visit,True,Has KB Article,36
TCK-10603,2026-03-07,Mar 2026,2026-03,Bondi Junction,Network Equipment,Printer connectivity issue,High,24,False,Resolved First Visit,False,No KB Article,24
TCK-14551,2026-03-07,Mar 2026,2026-03,Bondi Junction,Network Equipment,Wifi / network drop out,Low,19,True,Repeat Visit,False,No KB Article,38
TCK-11510,2026-03-07,Mar 2026,2026-03,Chatswood,Register / POS,Payment terminal error,High,22,False,Resolved First Visit,True,Has KB Article,22
TCK-10910,2026-03-07,Mar 2026,2026-03,Bondi Junction,Register / POS,Barcode scanner not working,High,16,False,Resolved First Visit,True,Has KB Article,16
TCK-14568,2026-03-07,Mar 2026,2026-03,Bondi Junction,Register / POS,Barcode scanner not working,Medium,6,False,Resolved First Visit,True,Has KB Article,6
TCK-10147,2026-03-07,Mar 2026,2026-03,Parramatta,Desktop,Slow computer / performance issue,Medium,46,True,Repeat Visit,True,Has KB Article,92
TCK-11897,2026-03-07,Mar 2026,2026-03,Parramatta,Register / POS,Barcode scanner not working,Low,15,True,Repeat Visit,True,Has KB Article,30
TCK-10476,2026-03-07,Mar 2026,2026-03,Castle Hill,Laptop,New starter device setup,Medium,21,False,Resolved First Visit,True,Has KB Article,21
TCK-11469,2026-03-07,Mar 2026,2026-03,Parramatta,Desktop,Password reset / login issue,Low,16,False,Resolved First Visit,True,Has KB Article,16
TCK-11449,2026-03-07,Mar 2026,2026-03,Bondi Junction,Network Equipment,Printer connectivity issue,Low,44,True,Repeat Visit,False,No KB Article,88
TCK-11544,2026-03-07,Mar 2026,2026-03,Chatswood,Desktop,Email / account access issue,Low,18,False,Resolved First Visit,True,Has KB Article,18
TCK-10425,2026-03-07,Mar 2026,2026-03,Liverpool,Desktop,Screen / hardware fault,Medium,31,True,Repeat Visit,True,Has KB Article,62
TCK-14031,2026-03-07,Mar 2026,2026-03,Parramatta,Desktop,Screen / hardware fault,Medium,63,False,Resolved First Visit,True,Has KB Article,63
TCK-12289,2026-03-07,Mar 2026,2026-03,Liverpool,Desktop,Screen / hardware fault,Low,47,False,Resolved First Visit,True,Has KB Article,47
TCK-15128,2026-03-07,Mar 2026,2026-03,Chatswood,Register / POS,Payment terminal error,High,19,True,Repeat Visit,True,Has KB Article,38
TCK-12144,2026-03-07,Mar 2026,2026-03,Bondi Junction,Laptop,Software install / update request,Medium,21,False,Resolved First Visit,True,Has KB Article,21
TCK-10747,2026-03-07,Mar 2026,2026-03,Chatswood,Register / POS,Register freezing / crashing,High,51,False,Resolved First Visit,False,No KB Article,51
TCK-12110,2026-03-08,Mar 2026,2026-03,Chatswood,Network Equipment,Printer connectivity issue,Low,32,True,Repeat Visit,False,No KB Article,64
TCK-12189,2026-03-08,Mar 2026,2026-03,Chatswood,Network Equipment,Printer connectivity issue,Low,23,False,Resolved First Visit,False,No KB Article,23
TCK-13777,2026-03-08,Mar 2026,2026-03,Chatswood,Desktop,Slow computer / performance issue,Low,40,True,Repeat Visit,True,Has KB Article,80
TCK-15158,2026-03-08,Mar 2026,2026-03,Castle Hill,Register / POS,Payment terminal error,Low,19,False,Resolved First Visit,True,Has KB Article,19
TCK-10919,2026-03-08,Mar 2026,2026-03,Chatswood,Desktop,Password reset / login issue,Medium,15,False,Resolved First Visit,True,Has KB Article,15
TCK-13579,2026-03-08,Mar 2026,2026-03,Bondi Junction,Desktop,Password reset / login issue,High,12,False,Resolved First Visit,True,Has KB Article,12
TCK-12063,2026-03-08,Mar 2026,2026-03,Castle Hill,Register / POS,Register freezing / crashing,Medium,22,False,Resolved First Visit,False,No KB Article,22
TCK-14790,2026-03-08,Mar 2026,2026-03,Bondi Junction,Register / POS,Register freezing / crashing,Medium,25,True,Repeat Visit,False,No KB Article,50
TCK-10909,2026-03-08,Mar 2026,2026-03,Chatswood,Register / POS,Payment terminal error,High,24,True,Repeat Visit,True,Has KB Article,48
TCK-11785,2026-03-08,Mar 2026,2026-03,Parramatta,Network Equipment,Printer connectivity issue,High,25,True,Repeat Visit,False,No KB Article,50
TCK-11708,2026-03-08,Mar 2026,2026-03,Bondi Junction,Network Equipment,Wifi / network drop out,Low,38,True,Repeat Visit,False,No KB Article,76
TCK-12237,2026-03-08,Mar 2026,2026-03,Chatswood,Network Equipment,Wifi / network drop out,High,24,True,Repeat Visit,False,No KB Article,48
TCK-12720,2026-03-08,Mar 2026,2026-03,Chatswood,Register / POS,Payment terminal error,High,15,False,Resolved First Visit,True,Has KB Article,15
TCK-12186,2026-03-08,Mar 2026,2026-03,Castle Hill,Register / POS,Payment terminal error,Medium,25,True,Repeat Visit,True,Has KB Article,50
TCK-12465,2026-03-08,Mar 2026,2026-03,Chatswood,Register / POS,Register freezing / crashing,Medium,31,True,Repeat Visit,False,No KB Article,62
TCK-10857,2026-03-08,Mar 2026,2026-03,Bondi Junction,Desktop,Email / account access issue,Medium,5,False,Resolved First Visit,True,Has KB Article,5
TCK-12792,2026-03-08,Mar 2026,2026-03,Chatswood,Desktop,Password reset / login issue,Medium,13,False,Resolved First Visit,True,Has KB Article,13
TCK-14865,2026-03-08,Mar 2026,2026-03,Bondi Junction,Desktop,Password reset / login issue,Medium,9,False,Resolved First Visit,True,Has KB Article,9
TCK-13605,2026-03-08,Mar 2026,2026-03,Chatswood,Register / POS,Register freezing / crashing,Low,25,False,Resolved First Visit,False,No KB Article,25
TCK-11334,2026-03-08,Mar 2026,2026-03,Liverpool,Desktop,Password reset / login issue,Medium,15,True,Repeat Visit,True,Has KB Article,30
TCK-15112,2026-03-08,Mar 2026,2026-03,Parramatta,Desktop,Password reset / login issue,Low,6,False,Resolved First Visit,True,Has KB Article,6
TCK-11182,2026-03-08,Mar 2026,2026-03,Parramatta,Register / POS,Payment terminal error,High,25,True,Repeat Visit,True,Has KB Article,50
TCK-13430,2026-03-08,Mar 2026,2026-03,Castle Hill,Register / POS,Register freezing / crashing,High,32,False,Resolved First Visit,False,No KB Article,32
TCK-11330,2026-03-08,Mar 2026,2026-03,Liverpool,Desktop,Password reset / login issue,Medium,10,False,Resolved First Visit,True,Has KB Article,10
TCK-14562,2026-03-08,Mar 2026,2026-03,Chatswood,Register / POS,Register freezing / crashing,Low,57,True,Repeat Visit,False,No KB Article,114
TCK-14703,2026-03-08,Mar 2026,2026-03,Castle Hill,Register / POS,Payment terminal error,Medium,51,False,Resolved First Visit,True,Has KB Article,51
TCK-11271,2026-03-09,Mar 2026,2026-03,Liverpool,Register / POS,Register freezing / crashing,Medium,31,True,Repeat Visit,False,No KB Article,62
TCK-10199,2026-03-09,Mar 2026,2026-03,Castle Hill,Register / POS,Payment terminal error,Low,22,False,Resolved First Visit,True,Has KB Article,22
TCK-12588,2026-03-09,Mar 2026,2026-03,Parramatta,Laptop,New starter device setup,Low,57,False,Resolved First Visit,True,Has KB Article,57
TCK-13339,2026-03-09,Mar 2026,2026-03,Bondi Junction,Network Equipment,Wifi / network drop out,High,20,True,Repeat Visit,False,No KB Article,40
TCK-14474,2026-03-09,Mar 2026,2026-03,Chatswood,Desktop,Slow computer / performance issue,Medium,11,False,Resolved First Visit,True,Has KB Article,11
TCK-14444,2026-03-09,Mar 2026,2026-03,Bondi Junction,Desktop,Password reset / login issue,Medium,16,False,Resolved First Visit,True,Has KB Article,16
TCK-14859,2026-03-09,Mar 2026,2026-03,Parramatta,Desktop,Email / account access issue,High,14,False,Resolved First Visit,True,Has KB Article,14
TCK-14235,2026-03-09,Mar 2026,2026-03,Parramatta,Network Equipment,Wifi / network drop out,Low,25,False,Resolved First Visit,False,No KB Article,25
TCK-10142,2026-03-09,Mar 2026,2026-03,Bondi Junction,Register / POS,Barcode scanner not working,High,14,False,Resolved First Visit,True,Has KB Article,14
TCK-11896,2026-03-09,Mar 2026,2026-03,Liverpool,Register / POS,Barcode scanner not working,Medium,16,False,Resolved First Visit,True,Has KB Article,16
TCK-14731,2026-03-09,Mar 2026,2026-03,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,30,True,Repeat Visit,False,No KB Article,60
TCK-13152,2026-03-09,Mar 2026,2026-03,Parramatta,Desktop,Password reset / login issue,Medium,15,False,Resolved First Visit,True,Has KB Article,15
TCK-11216,2026-03-09,Mar 2026,2026-03,Liverpool,Register / POS,Payment terminal error,High,14,False,Resolved First Visit,True,Has KB Article,14
TCK-13832,2026-03-09,Mar 2026,2026-03,Bondi Junction,Network Equipment,Printer connectivity issue,Low,20,True,Repeat Visit,False,No KB Article,40
TCK-10188,2026-03-09,Mar 2026,2026-03,Parramatta,Network Equipment,Wifi / network drop out,Medium,51,False,Resolved First Visit,False,No KB Article,51
TCK-10403,2026-03-09,Mar 2026,2026-03,Bondi Junction,Desktop,Password reset / login issue,Medium,5,True,Repeat Visit,True,Has KB Article,10
TCK-10638,2026-03-09,Mar 2026,2026-03,Bondi Junction,Register / POS,Barcode scanner not working,Low,15,False,Resolved First Visit,True,Has KB Article,15
TCK-15110,2026-03-09,Mar 2026,2026-03,Bondi Junction,Desktop,Slow computer / performance issue,Low,40,False,Resolved First Visit,True,Has KB Article,40
TCK-14045,2026-03-09,Mar 2026,2026-03,Bondi Junction,Register / POS,Barcode scanner not working,Medium,13,False,Resolved First Visit,True,Has KB Article,13
TCK-11692,2026-03-10,Mar 2026,2026-03,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,43,True,Repeat Visit,False,No KB Article,86
TCK-14080,2026-03-10,Mar 2026,2026-03,Bondi Junction,Desktop,Slow computer / performance issue,High,54,False,Resolved First Visit,True,Has KB Article,54
TCK-14708,2026-03-10,Mar 2026,2026-03,Parramatta,Desktop,Email / account access issue,High,21,False,Resolved First Visit,True,Has KB Article,21
TCK-13517,2026-03-10,Mar 2026,2026-03,Parramatta,Register / POS,Barcode scanner not working,Medium,17,False,Resolved First Visit,True,Has KB Article,17
TCK-13297,2026-03-10,Mar 2026,2026-03,Castle Hill,Register / POS,Payment terminal error,Medium,21,False,Resolved First Visit,True,Has KB Article,21
TCK-14312,2026-03-10,Mar 2026,2026-03,Chatswood,Network Equipment,Printer connectivity issue,High,23,True,Repeat Visit,False,No KB Article,46
TCK-12182,2026-03-10,Mar 2026,2026-03,Castle Hill,Network Equipment,Wifi / network drop out,Medium,27,True,Repeat Visit,False,No KB Article,54
TCK-11018,2026-03-10,Mar 2026,2026-03,Liverpool,Register / POS,Register freezing / crashing,High,63,True,Repeat Visit,False,No KB Article,126
TCK-13972,2026-03-10,Mar 2026,2026-03,Parramatta,Network Equipment,Printer connectivity issue,Low,30,True,Repeat Visit,False,No KB Article,60
TCK-10350,2026-03-10,Mar 2026,2026-03,Parramatta,Network Equipment,Wifi / network drop out,Low,23,True,Repeat Visit,False,No KB Article,46
TCK-11729,2026-03-10,Mar 2026,2026-03,Liverpool,Register / POS,Barcode scanner not working,Medium,13,False,Resolved First Visit,True,Has KB Article,13
TCK-12279,2026-03-10,Mar 2026,2026-03,Parramatta,Register / POS,Payment terminal error,Medium,27,True,Repeat Visit,True,Has KB Article,54
TCK-14697,2026-03-10,Mar 2026,2026-03,Parramatta,Laptop,Software install / update request,Medium,24,False,Resolved First Visit,True,Has KB Article,24
TCK-12945,2026-03-10,Mar 2026,2026-03,Liverpool,Desktop,Slow computer / performance issue,Medium,54,False,Resolved First Visit,True,Has KB Article,54
TCK-11808,2026-03-10,Mar 2026,2026-03,Castle Hill,Network Equipment,Printer connectivity issue,Medium,33,True,Repeat Visit,False,No KB Article,66
TCK-10470,2026-03-10,Mar 2026,2026-03,Bondi Junction,Register / POS,Payment terminal error,Medium,21,True,Repeat Visit,True,Has KB Article,42
TCK-15057,2026-03-10,Mar 2026,2026-03,Chatswood,Network Equipment,Printer connectivity issue,High,27,True,Repeat Visit,False,No KB Article,54
TCK-10948,2026-03-10,Mar 2026,2026-03,Bondi Junction,Mobile Device,Mobile device setup,Medium,12,False,Resolved First Visit,True,Has KB Article,12
TCK-14339,2026-03-10,Mar 2026,2026-03,Bondi Junction,Network Equipment,Printer connectivity issue,Medium,28,True,Repeat Visit,False,No KB Article,56
TCK-10854,2026-03-10,Mar 2026,2026-03,Parramatta,Desktop,Screen / hardware fault,Low,7,False,Resolved First Visit,True,Has KB Article,7
TCK-14791,2026-03-10,Mar 2026,2026-03,Liverpool,Desktop,Password reset / login issue,High,12,True,Repeat Visit,True,Has KB Article,24
TCK-14753,2026-03-10,Mar 2026,2026-03,Liverpool,Desktop,Password reset / login issue,High,18,True,Repeat Visit,True,Has KB Article,36
TCK-10290,2026-03-10,Mar 2026,2026-03,Chatswood,Laptop,New starter device setup,Medium,37,False,Resolved First Visit,True,Has KB Article,37
TCK-10760,2026-03-10,Mar 2026,2026-03,Parramatta,Register / POS,Register freezing / crashing,Medium,58,False,Resolved First Visit,False,No KB Article,58
TCK-11258,2026-03-10,Mar 2026,2026-03,Castle Hill,Register / POS,Barcode scanner not working,Medium,8,False,Resolved First Visit,True,Has KB Article,8
TCK-14674,2026-03-10,Mar 2026,2026-03,Castle Hill,Register / POS,Payment terminal error,High,16,False,Resolved First Visit,True,Has KB Article,16
TCK-10323,2026-03-10,Mar 2026,2026-03,Bondi Junction,Network Equipment,Printer connectivity issue,High,33,True,Repeat Visit,False,No KB Article,66
TCK-14024,2026-03-10,Mar 2026,2026-03,Parramatta,Desktop,Password reset / login issue,Medium,5,False,Resolved First Visit,True,Has KB Article,5
TCK-11461,2026-03-11,Mar 2026,2026-03,Liverpool,Desktop,Email / account access issue,Medium,19,True,Repeat Visit,True,Has KB Article,38
TCK-13752,2026-03-11,Mar 2026,2026-03,Liverpool,Register / POS,Register freezing / crashing,High,17,True,Repeat Visit,False,No KB Article,34
TCK-14245,2026-03-11,Mar 2026,2026-03,Bondi Junction,Register / POS,Payment terminal error,High,5,False,Resolved First Visit,True,Has KB Article,5
TCK-13853,2026-03-11,Mar 2026,2026-03,Parramatta,Register / POS,Register freezing / crashing,Medium,42,True,Repeat Visit,False,No KB Article,84
TCK-10898,2026-03-11,Mar 2026,2026-03,Chatswood,Desktop,Email / account access issue,Low,14,False,Resolved First Visit,True,Has KB Article,14
TCK-14844,2026-03-11,Mar 2026,2026-03,Bondi Junction,Mobile Device,Mobile device setup,Medium,20,False,Resolved First Visit,True,Has KB Article,20
TCK-12157,2026-03-11,Mar 2026,2026-03,Parramatta,Desktop,Password reset / login issue,Low,12,False,Resolved First Visit,True,Has KB Article,12
TCK-12533,2026-03-11,Mar 2026,2026-03,Chatswood,Desktop,Screen / hardware fault,Low,45,False,Resolved First Visit,True,Has KB Article,45
TCK-10937,2026-03-11,Mar 2026,2026-03,Liverpool,Network Equipment,Printer connectivity issue,Medium,35,True,Repeat Visit,False,No KB Article,70
TCK-11420,2026-03-11,Mar 2026,2026-03,Chatswood,Network Equipment,Wifi / network drop out,High,10,False,Resolved First Visit,False,No KB Article,10
TCK-11898,2026-03-11,Mar 2026,2026-03,Liverpool,Desktop,Slow computer / performance issue,Medium,29,False,Resolved First Visit,True,Has KB Article,29
TCK-13293,2026-03-11,Mar 2026,2026-03,Bondi Junction,Desktop,Password reset / login issue,Low,8,False,Resolved First Visit,True,Has KB Article,8
TCK-12125,2026-03-11,Mar 2026,2026-03,Castle Hill,Desktop,Slow computer / performance issue,Low,41,False,Resolved First Visit,True,Has KB Article,41
TCK-12817,2026-03-11,Mar 2026,2026-03,Parramatta,Network Equipment,Wifi / network drop out,High,48,False,Resolved First Visit,False,No KB Article,48
TCK-13242,2026-03-11,Mar 2026,2026-03,Liverpool,Register / POS,Register freezing / crashing,Low,45,False,Resolved First Visit,False,No KB Article,45
TCK-10487,2026-03-11,Mar 2026,2026-03,Castle Hill,Register / POS,Register freezing / crashing,Medium,28,True,Repeat Visit,False,No KB Article,56
TCK-13121,2026-03-11,Mar 2026,2026-03,Bondi Junction,Desktop,Password reset / login issue,Low,7,False,Resolved First Visit,True,Has KB Article,7
TCK-14278,2026-03-11,Mar 2026,2026-03,Liverpool,Desktop,Password reset / login issue,Medium,16,False,Resolved First Visit,True,Has KB Article,16
TCK-12097,2026-03-11,Mar 2026,2026-03,Castle Hill,Register / POS,Barcode scanner not working,Low,16,False,Resolved First Visit,True,Has KB Article,16
TCK-12571,2026-03-11,Mar 2026,2026-03,Castle Hill,Register / POS,Register freezing / crashing,Medium,41,False,Resolved First Visit,False,No KB Article,41
TCK-10655,2026-03-11,Mar 2026,2026-03,Liverpool,Network Equipment,Wifi / network drop out,Low,39,True,Repeat Visit,False,No KB Article,78
TCK-13009,2026-03-11,Mar 2026,2026-03,Bondi Junction,Register / POS,Register freezing / crashing,Medium,36,False,Resolved First Visit,False,No KB Article,36
TCK-14864,2026-03-12,Mar 2026,2026-03,Parramatta,Register / POS,Payment terminal error,High,25,False,Resolved First Visit,True,Has KB Article,25
TCK-13946,2026-03-12,Mar 2026,2026-03,Parramatta,Network Equipment,Wifi / network drop out,Medium,33,True,Repeat Visit,False,No KB Article,66
TCK-10838,2026-03-12,Mar 2026,2026-03,Chatswood,Register / POS,Register freezing / crashing,Medium,34,True,Repeat Visit,False,No KB Article,68
TCK-12405,2026-03-12,Mar 2026,2026-03,Castle Hill,Register / POS,Register freezing / crashing,Low,37,False,Resolved First Visit,False,No KB Article,37
TCK-14293,2026-03-12,Mar 2026,2026-03,Liverpool,Network Equipment,Printer connectivity issue,Medium,30,True,Repeat Visit,False,No KB Article,60
TCK-13480,2026-03-12,Mar 2026,2026-03,Chatswood,Network Equipment,Wifi / network drop out,Low,34,True,Repeat Visit,False,No KB Article,68
TCK-11860,2026-03-12,Mar 2026,2026-03,Chatswood,Register / POS,Barcode scanner not working,Low,10,False,Resolved First Visit,True,Has KB Article,10
TCK-15091,2026-03-12,Mar 2026,2026-03,Liverpool,Register / POS,Register freezing / crashing,Medium,31,True,Repeat Visit,False,No KB Article,62
TCK-14765,2026-03-12,Mar 2026,2026-03,Parramatta,Network Equipment,Wifi / network drop out,High,21,False,Resolved First Visit,False,No KB Article,21
TCK-11253,2026-03-12,Mar 2026,2026-03,Chatswood,Desktop,Password reset / login issue,High,5,False,Resolved First Visit,True,Has KB Article,5
TCK-10280,2026-03-12,Mar 2026,2026-03,Chatswood,Desktop,Password reset / login issue,High,10,True,Repeat Visit,True,Has KB Article,20
TCK-10367,2026-03-12,Mar 2026,2026-03,Castle Hill,Register / POS,Barcode scanner not working,Medium,22,True,Repeat Visit,True,Has KB Article,44
TCK-15032,2026-03-12,Mar 2026,2026-03,Bondi Junction,Register / POS,Barcode scanner not working,Medium,9,True,Repeat Visit,True,Has KB Article,18
TCK-12716,2026-03-12,Mar 2026,2026-03,Castle Hill,Desktop,Password reset / login issue,Medium,11,False,Resolved First Visit,True,Has KB Article,11
TCK-11241,2026-03-12,Mar 2026,2026-03,Castle Hill,Desktop,Password reset / login issue,Low,10,False,Resolved First Visit,True,Has KB Article,10
TCK-14905,2026-03-12,Mar 2026,2026-03,Chatswood,Register / POS,Register freezing / crashing,High,39,True,Repeat Visit,False,No KB Article,78
TCK-14494,2026-03-12,Mar 2026,2026-03,Parramatta,Register / POS,Barcode scanner not working,Low,21,False,Resolved First Visit,True,Has KB Article,21
TCK-13157,2026-03-12,Mar 2026,2026-03,Bondi Junction,Desktop,Password reset / login issue,Medium,17,False,Resolved First Visit,True,Has KB Article,17
TCK-11041,2026-03-12,Mar 2026,2026-03,Bondi Junction,Network Equipment,Wifi / network drop out,High,25,False,Resolved First Visit,False,No KB Article,25
TCK-11760,2026-03-12,Mar 2026,2026-03,Castle Hill,Register / POS,Barcode scanner not working,Low,17,False,Resolved First Visit,True,Has KB Article,17
TCK-13650,2026-03-13,Mar 2026,2026-03,Liverpool,Register / POS,Payment terminal error,Medium,32,True,Repeat Visit,True,Has KB Article,64
TCK-14453,2026-03-13,Mar 2026,2026-03,Liverpool,Register / POS,Barcode scanner not working,Medium,14,False,Resolved First Visit,True,Has KB Article,14
TCK-11499,2026-03-13,Mar 2026,2026-03,Liverpool,Register / POS,Payment terminal error,Low,17,False,Resolved First Visit,True,Has KB Article,17
TCK-10876,2026-03-13,Mar 2026,2026-03,Liverpool,Register / POS,Payment terminal error,Medium,15,False,Resolved First Visit,True,Has KB Article,15
TCK-14677,2026-03-13,Mar 2026,2026-03,Castle Hill,Network Equipment,Printer connectivity issue,Low,34,True,Repeat Visit,False,No KB Article,68
TCK-13655,2026-03-13,Mar 2026,2026-03,Chatswood,Register / POS,Payment terminal error,Medium,5,True,Repeat Visit,True,Has KB Article,10
TCK-12278,2026-03-13,Mar 2026,2026-03,Liverpool,Desktop,Password reset / login issue,Low,13,True,Repeat Visit,True,Has KB Article,26
TCK-14523,2026-03-13,Mar 2026,2026-03,Castle Hill,Register / POS,Barcode scanner not working,Medium,13,False,Resolved First Visit,True,Has KB Article,13
TCK-13289,2026-03-13,Mar 2026,2026-03,Castle Hill,Laptop,New starter device setup,Medium,39,False,Resolved First Visit,True,Has KB Article,39
TCK-15090,2026-03-13,Mar 2026,2026-03,Bondi Junction,Mobile Device,Mobile device setup,Medium,17,False,Resolved First Visit,True,Has KB Article,17
TCK-11940,2026-03-13,Mar 2026,2026-03,Bondi Junction,Desktop,Password reset / login issue,Medium,14,False,Resolved First Visit,True,Has KB Article,14
TCK-12810,2026-03-13,Mar 2026,2026-03,Castle Hill,Desktop,Slow computer / performance issue,Low,37,False,Resolved First Visit,True,Has KB Article,37
TCK-12886,2026-03-13,Mar 2026,2026-03,Chatswood,Network Equipment,Printer connectivity issue,Low,17,False,Resolved First Visit,False,No KB Article,17
TCK-10113,2026-03-13,Mar 2026,2026-03,Parramatta,Network Equipment,Wifi / network drop out,High,35,True,Repeat Visit,False,No KB Article,70
TCK-14809,2026-03-13,Mar 2026,2026-03,Liverpool,Laptop,Software install / update request,Low,17,False,Resolved First Visit,True,Has KB Article,17
TCK-12257,2026-03-13,Mar 2026,2026-03,Chatswood,Network Equipment,Printer connectivity issue,Low,34,True,Repeat Visit,False,No KB Article,68
TCK-12131,2026-03-13,Mar 2026,2026-03,Parramatta,Network Equipment,Printer connectivity issue,Low,22,False,Resolved First Visit,False,No KB Article,22
TCK-13629,2026-03-13,Mar 2026,2026-03,Bondi Junction,Network Equipment,Wifi / network drop out,Low,29,False,Resolved First Visit,False,No KB Article,29
TCK-10171,2026-03-13,Mar 2026,2026-03,Parramatta,Network Equipment,Wifi / network drop out,Medium,30,False,Resolved First Visit,False,No KB Article,30
TCK-14963,2026-03-13,Mar 2026,2026-03,Bondi Junction,Mobile Device,Mobile device setup,Medium,8,False,Resolved First Visit,True,Has KB Article,8
TCK-14105,2026-03-13,Mar 2026,2026-03,Parramatta,Network Equipment,Wifi / network drop out,Medium,50,True,Repeat Visit,False,No KB Article,100
